NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtAType,ArtAMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
30,Circlet,DF_p,448,51,0,0,0,0,9,0,7,0,Circlet,AK_p,508,16,0,10,0,0,0,0,10,0
0,Circlet,CR_p,777,33,0,0,9,7,0,0,0,0,Circlet,AK_p,0,29,0,10,0,0,0,0,11,13
10,Circlet,DF_p,508,16,0,10,0,0,16,0,0,0,Circlet,CD_p,777,37,0,9,0,0,0,0,3,0
24,Circlet,HP_p,269,27,0,0,0,0,10,0,10,0,Circlet,HP_p,0,14,42,0,10,0,0,0,9,0
12,Circlet,HB_p,0,66,19,0,13,0,0,21,0,0,Circlet,CR_p,0,0,16,0,16,6,19,0,0,0
20,Circlet,AK_p,508,0,35,0,0,7,0,0,9,0,Circlet,CD_p,0,14,56,6,0,0,0,0,10,0
42,Circlet,HB_p,269,0,60,0,10,0,13,0,0,0,Circlet,CD_p,239,0,0,0,16,12,0,42,0,0
0,Circlet,AK_p,0,0,72,9,0,5,6,0,0,0,Circlet,CD_p,508,0,0,0,0,7,0,51,6,0
8,Circlet,DF_p,0,37,21,0,0,0,0,65,0,19,Circlet,CD_p,0,0,0,0,10,7,0,37,9,0
25,Circlet,AK_p,0,51,0,0,0,0,0,40,7,5,Circlet,HB_p,0,18,39,0,12,0,0,0,0,25
18,Circlet,HB_p,0,0,67,5,9,0,12,0,0,0,Circlet,HP_p,0,18,0,0,17,0,16,19,0,0
10,Circlet,AK_p,508,19,0,0,0,17,0,0,0,15,Circlet,AK_p,508,0,0,0,0,0,5,44,0,18
9,Circlet,AK_p,448,0,35,0,0,7,19,0,0,0,Circlet,CR_p,0,37,0,0,5,7,0,65,0,0
14,Circlet,HP_p,0,0,19,0,0,0,17,35,0,12,Circlet,DF_p,209,0,44,0,0,0,19,0,7,0
50,Circlet,AK_p,837,0,42,0,0,0,12,0,0,13,Circlet,DF_p,209,0,39,0,0,0,0,0,7,18
6,Circlet,AK_p,0,16,0,11,0,0,16,0,0,13,Circlet,HP_p,538,0,0,0,5,0,0,58,6,0
23,Circlet,AK_p,299,0,60,0,0,17,0,0,3,0,Circlet,HP_p,0,0,60,0,15,6,0,16,0,0
13,Circlet,AK_p,0,0,53,11,0,0,11,0,4,0,Circlet,DF_p,299,0,32,11,0,0,0,0,0,18
6,Circlet,CD_p,0,16,39,4,0,0,0,82,0,0,Circlet,HP_p,448,33,16,0,0,0,0,0,10,0
145,Circlet,DF_p,0,70,0,0,6,0,0,16,0,21,Circlet,HP_p,0,0,0,0,13,0,6,0,10,7
15,Circlet,HP_p,807,16,0,0,0,0,6,54,0,0,Circlet,HB_p,0,0,44,0,0,17,0,16,0,15
0,Circlet,AK_p,0,0,0,16,0,6,17,0,0,5,Circlet,HP_p,0,0,23,0,19,0,0,58,0,7
6,Circlet,CD_p,0,0,37,0,10,0,10,44,0,0,Circlet,CD_p,0,0,76,10,6,0,0,0,3,0
1,Circlet,HP_p,239,37,0,0,0,7,0,72,0,0,Circlet,CD_p,508,0,0,5,16,10,0,0,0,0
2,Circlet,AK_p,478,16,0,0,0,0,17,42,0,0,Circlet,DF_p,598,0,0,15,0,0,17,0,3,0
33,Circlet,DF_p,0,0,42,6,0,0,14,0,7,0,Circlet,DF_p,0,47,0,0,5,0,5,0,0,20
6,Circlet,AK_p,538,0,32,0,0,0,0,19,0,23,Circlet,HP_p,568,19,0,0,0,0,0,0,3,24
17,Circlet,CD_p,0,0,51,10,0,0,6,35,0,0,Circlet,AK_p,777,0,32,0,0,0,0,21,0,12
24,Circlet,AK_p,239,0,65,0,0,0,14,0,6,0,Circlet,CD_p,0,14,0,5,0,0,0,61,12,0
8,Circlet,DF_p,0,27,19,12,16,0,0,0,0,0,Circlet,HB_p,0,0,62,5,0,0,0,37,0,14
10,Circlet,CR_p,418,0,42,5,0,0,17,0,0,0,Circlet,HP_p,0,16,42,0,0,0,0,68,5,0
18,Circlet,DF_p,0,0,32,20,0,0,6,0,0,6,Circlet,HB_p,0,31,23,0,0,17,0,0,0,13
9,Circlet,HP_p,0,0,76,0,0,10,0,21,0,6,Circlet,HP_p,508,0,67,0,0,0,0,35,4,0
0,Circlet,CD_p,747,0,19,16,0,0,0,16,0,0,Circlet,DF_p,777,0,21,0,0,0,16,0,0,6
19,Circlet,AK_p,508,0,0,9,0,0,0,44,7,0,Circlet,DF_p,209,0,0,15,0,0,0,0,10,6
39,Circlet,CD_p,0,31,0,16,0,0,0,23,7,0,Circlet,HB_p,508,0,0,0,11,0,11,0,7,0
10,Circlet,HP_p,209,53,60,0,5,0,0,0,0,0,Circlet,CD_p,0,16,23,0,0,18,0,0,10,0
17,Circlet,HP_p,0,16,53,0,0,12,0,0,6,0,Circlet,AK_p,747,14,37,0,0,0,0,0,7,0
7,Circlet,AK_p,837,54,0,4,0,0,6,0,0,0,Circlet,CR_p,0,14,0,15,9,0,0,0,0,13
1,Circlet,AK_p,209,43,0,0,0,24,0,0,4,0,Circlet,DF_p,448,0,23,0,15,0,0,0,10,0
31,Circlet,AK_p,508,53,42,0,0,0,0,23,0,0,Circlet,CD_p,0,0,42,0,0,5,0,68,7,0
4,Circlet,CR_p,837,0,0,5,0,0,9,0,0,12,Circlet,DF_p,568,0,37,0,13,0,0,0,0,13
0,Circlet,CR_p,269,45,42,9,0,0,0,0,0,0,Circlet,CR_p,0,0,23,0,0,7,0,40,0,26
10,Circlet,CD_p,0,19,19,0,0,12,0,77,0,0,Circlet,HP_p,209,0,0,0,13,0,10,0,0,15
7,Circlet,DF_p,0,80,32,0,0,0,0,19,4,0,Circlet,HP_p,0,33,39,0,10,0,0,0,0,11
10,Circlet,AK_p,269,60,0,0,0,13,10,0,0,0,Circlet,DF_p,508,33,0,0,0,0,11,0,7,0
9,Circlet,CR_p,508,0,58,6,15,0,0,0,0,0,Circlet,HB_p,0,0,0,0,6,12,23,0,3,0
40,Circlet,AK_p,478,0,21,10,0,0,0,0,0,18,Circlet,CD_p,508,39,0,0,0,0,6,0,10,0
39,Circlet,HB_p,508,0,44,0,20,0,0,0,0,5,Circlet,HP_p,0,0,62,0,0,0,5,0,4,19
6,Circlet,DF_p,807,0,0,0,6,0,10,40,0,0,Circlet,HP_p,299,29,0,0,0,0,0,44,0,27
49,Circlet,HP_p,807,0,16,0,5,0,0,0,9,0,Circlet,HP_p,418,0,42,0,5,0,0,0,10,0
19,Circlet,AK_p,0,0,39,0,0,7,10,61,0,0,Circlet,EM_f,418,16,0,0,0,0,16,0,10,0
1,Circlet,AK_p,478,27,62,0,0,7,0,0,0,0,Circlet,DF_p,747,0,21,0,21,0,0,19,0,0
7,Circlet,CD_p,0,14,0,15,0,7,18,0,0,0,Circlet,HB_p,0,31,0,0,9,19,10,0,0,0
0,Circlet,CR_p,538,0,0,0,0,12,11,0,0,13,Circlet,HP_p,0,0,0,0,10,0,5,44,10,0
10,Circlet,HP_p,448,33,39,0,0,0,0,37,0,0,Circlet,CR_p,717,0,21,0,0,7,0,0,0,18
29,Circlet,AK_p,209,0,0,15,0,0,13,0,0,15,Circlet,CR_p,508,0,0,0,0,0,10,16,0,20
21,Circlet,DF_p,508,19,0,14,0,0,0,0,7,0,Circlet,HP_p,239,45,39,0,0,0,0,0,10,0
182,Circlet,AK_p,0,0,0,5,0,0,12,0,10,12,Circlet,AK_p,239,27,0,0,0,0,0,0,11,14
10,Circlet,HB_p,0,0,21,10,9,0,0,58,0,0,Circlet,HP_p,747,0,37,0,0,7,0,0,7,0
25,Circlet,CD_p,0,0,0,9,0,15,15,0,3,0,Circlet,AK_p,0,35,0,0,0,15,0,42,6,0
1,Circlet,CR_p,956,16,0,0,5,11,0,0,0,0,Circlet,HP_p,209,0,56,0,0,18,0,0,4,0
4,Circlet,AK_p,478,0,21,0,0,12,19,0,0,0,Circlet,CD_p,0,18,69,0,14,0,0,0,3,0
0,Circlet,DF_p,0,66,65,4,0,0,6,0,0,0,Circlet,HP_p,538,0,37,0,0,0,6,0,0,19
1,Circlet,AK_p,0,31,21,0,0,22,0,23,0,0,Circlet,HP_p,0,29,76,0,4,7,0,0,0,0
7,Circlet,CD_p,448,0,0,9,0,19,0,42,0,0,Circlet,CR_p,747,0,46,0,0,0,0,21,0,13
6,Circlet,AK_p,508,0,23,15,0,0,0,0,7,0,Circlet,DF_p,0,16,0,0,16,0,0,0,7,13
6,Circlet,CD_p,0,33,44,0,8,0,0,0,7,0,Circlet,DF_p,0,18,0,4,0,0,0,0,14,14
69,Circlet,HP_p,239,0,0,0,0,0,0,61,7,13,Circlet,DF_p,0,33,0,0,5,0,12,0,13,0
7,Circlet,AK_p,538,0,0,14,0,7,11,0,0,0,Circlet,DF_p,0,0,0,0,9,0,18,0,7,6
0,Circlet,AK_p,0,33,0,20,0,6,0,0,7,0,Circlet,HP_p,0,0,58,0,12,0,5,0,7,0
40,Circlet,AK_p,478,54,0,0,0,0,11,0,6,0,Circlet,DF_p,0,0,0,14,5,0,0,37,7,0
16,Circlet,HP_p,747,33,0,0,0,0,12,0,0,13,Circlet,AK_p,0,0,42,0,0,0,10,0,3,19
47,Circlet,CD_p,717,51,23,0,0,0,0,0,7,0,Circlet,EM_f,269,0,23,14,0,0,0,0,10,0
28,Circlet,HP_p,0,0,0,0,5,0,10,58,6,0,Circlet,AK_p,568,0,0,0,0,0,10,16,10,0
3,Circlet,DF_p,538,54,16,0,0,0,0,0,8,0,Circlet,DF_p,538,0,0,10,0,0,5,0,0,25
12,Circlet,HP_p,777,0,37,0,9,0,12,0,0,0,Circlet,HB_p,0,0,0,0,0,12,12,0,7,14
34,Circlet,DF_p,269,58,0,0,0,0,0,42,0,15,Circlet,DF_p,209,0,0,0,0,0,12,37,10,0
3,Circlet,CR_p,0,29,0,9,15,7,0,0,0,0,Circlet,DF_p,0,33,0,9,0,0,0,0,10,7
13,Circlet,AK_p,209,31,42,0,0,0,17,0,0,0,Circlet,CD_p,598,41,0,10,0,0,0,0,7,0
10,Circlet,CD_p,0,19,37,15,0,0,0,40,0,0,Circlet,DF_p,209,0,0,6,27,0,0,0,3,0
30,Circlet,HP_p,478,19,60,0,0,0,0,0,0,14,Circlet,HB_p,0,0,0,0,0,17,0,40,7,7
204,Circlet,DF_p,0,0,44,0,13,0,0,0,3,14,Circlet,HP_p,0,18,0,0,15,12,0,0,10,0
9,Circlet,CR_p,568,16,35,17,0,0,0,0,0,0,Circlet,HP_p,0,53,42,0,0,0,10,0,0,8
0,Circlet,HB_p,1165,14,19,0,0,12,0,0,0,0,Circlet,HP_p,0,0,19,0,13,0,0,56,4,0
1,Circlet,AK_p,508,0,0,9,0,0,12,0,5,0,Circlet,DF_p,0,19,19,0,0,0,0,82,6,0
7,Circlet,AK_p,538,37,0,10,0,19,0,0,0,0,Circlet,DF_p,508,0,39,0,0,0,17,0,4,0
33,Circlet,HP_p,866,0,51,0,0,6,0,0,7,0,Circlet,HP_p,538,35,0,0,4,0,0,0,0,19
1,Circlet,HP_p,508,33,0,0,0,0,16,23,0,0,Circlet,HP_p,0,0,44,0,0,22,0,0,7,5
5,Circlet,HP_p,0,18,79,0,10,0,5,0,0,0,Circlet,CD_p,0,31,44,0,0,0,0,35,7,0
29,Circlet,AK_p,418,45,0,5,0,0,0,44,0,0,Circlet,HP_p,0,14,0,0,0,20,12,0,0,13
25,Circlet,DF_p,239,14,0,0,0,0,16,0,11,0,Circlet,HB_p,0,35,0,15,6,0,0,0,10,0
2,Circlet,HB_p,299,16,58,0,19,0,0,0,0,0,Circlet,HP_p,448,53,0,0,10,0,0,0,7,0
2,Circlet,AK_p,508,58,16,0,0,12,0,0,0,0,Circlet,HP_p,0,37,42,0,9,0,0,40,0,0
15,Circlet,HP_p,538,18,53,0,0,0,0,0,0,12,Circlet,DF_p,0,0,42,0,11,0,0,16,10,0
28,Circlet,HP_p,0,0,39,0,12,18,0,35,0,0,Circlet,AK_p,0,0,42,0,0,0,16,56,0,8
3,Circlet,DF_p,239,88,0,4,0,0,0,21,0,0,Circlet,CR_p,0,53,42,0,10,0,0,23,0,0
493,Circlet,AK_p,0,0,39,6,0,0,0,0,3,25,Circlet,HP_p,299,0,53,0,0,0,0,0,6,20
8,Circlet,AK_p,598,0,16,0,0,11,0,0,0,20,Circlet,HP_p,0,37,16,0,11,0,0,0,14,0
148,Circlet,HP_p,0,14,53,0,10,0,0,0,0,19,Circlet,AK_p,239,0,0,0,0,0,12,0,14,8
3,Circlet,DF_p,478,49,16,0,0,0,0,44,0,0,Circlet,DF_p,0,33,0,0,8,0,11,47,0,0
5,Circlet,AK_p,0,16,79,0,0,7,0,47,0,0,Circlet,HB_p,0,19,81,0,0,0,0,0,9,5
0,Circlet,HP_p,0,18,58,0,10,0,0,54,0,0,Circlet,HP_p,508,14,0,0,0,0,0,47,0,20
21,Circlet,AK_p,1255,16,0,4,0,12,0,0,0,0,Circlet,HP_p,0,35,19,0,0,0,0,65,0,12
9,Circlet,CD_p,448,14,21,0,0,27,0,0,0,0,Circlet,HP_p,717,0,0,0,15,0,5,16,0,0
10,Circlet,DF_p,896,31,0,0,10,0,5,0,0,0,Circlet,AK_p,269,62,0,10,0,0,0,0,6,0
8,Circlet,AK_p,0,47,21,0,0,0,11,0,0,13,Circlet,DF_p,448,0,23,0,9,0,0,0,0,24
3,Circlet,HP_p,0,18,44,0,0,18,0,65,0,0,Circlet,HP_p,209,0,58,0,0,7,0,0,10,0
7,Circlet,CR_p,0,35,83,0,0,0,11,0,0,5,Circlet,DF_p,717,0,19,0,11,0,0,0,5,0
3,Circlet,AK_p,0,0,53,0,0,0,17,19,4,0,Circlet,HP_p,0,33,0,0,15,12,0,0,3,0
0,Circlet,AK_p,0,0,83,0,0,0,5,47,0,12,Circlet,HP_p,0,0,0,0,10,7,16,0,5,0
0,Circlet,AK_p,0,0,19,0,0,22,9,42,0,0,Circlet,DF_p,777,0,0,0,5,0,0,37,7,0
19,Circlet,DF_p,508,18,0,0,0,0,0,56,7,0,Circlet,CR_p,538,0,0,0,16,0,16,0,0,7
16,Circlet,HP_p,209,39,60,0,0,0,0,37,0,0,Circlet,HP_p,0,0,60,0,0,0,6,37,7,0
7,Circlet,CD_p,448,0,0,9,0,7,0,56,0,0,Circlet,CR_p,0,51,21,0,15,0,0,42,0,0
18,Circlet,HB_p,209,29,0,0,26,0,6,0,0,0,Circlet,AK_p,1315,0,21,0,0,0,0,0,3,14
7,Circlet,HP_p,836,0,39,0,16,0,0,21,0,0,Circlet,HB_p,0,0,0,17,0,0,5,40,0,13
3,Circlet,CR_p,0,0,42,5,10,20,0,0,0,0,Circlet,HP_p,0,31,35,0,13,0,12,0,0,0
0,Circlet,DF_p,448,0,46,5,0,0,0,61,0,0,Circlet,DF_p,1016,16,0,0,0,0,10,0,4,0
64,Circlet,HP_p,0,14,35,0,22,0,0,0,4,0,Circlet,AK_p,0,0,37,0,0,0,0,21,12,8
36,Circlet,CD_p,448,0,42,0,0,0,11,0,6,0,Circlet,AK_p,0,0,0,0,0,5,17,23,10,0
4,Circlet,EM_f,269,16,0,0,0,5,30,0,0,0,Circlet,DF_p,777,0,0,6,0,0,10,0,0,18
0,Circlet,HP_p,807,0,60,0,0,0,0,21,4,0,Circlet,CD_p,508,14,53,0,0,0,0,0,8,0
113,Circlet,HB_p,0,19,0,0,0,6,0,37,0,25,Circlet,HB_p,538,0,0,0,0,0,0,42,3,21
6,Circlet,DF_p,0,0,0,5,0,0,16,61,0,5,Circlet,HP_p,627,29,0,0,0,0,12,0,0,7
115,Circlet,DF_p,568,0,0,8,0,0,0,0,9,8,Circlet,DF_p,508,0,0,0,0,0,5,0,7,22
13,Circlet,CD_p,0,0,32,0,10,0,0,63,4,0,Circlet,DF_p,239,0,60,0,0,0,0,0,9,8
0,Circlet,HP_p,0,18,0,0,14,15,16,0,0,0,Circlet,AK_p,1105,0,0,0,0,0,10,0,3,7
6,Circlet,HP_p,239,0,0,0,0,5,17,56,0,0,Circlet,HP_p,0,31,16,0,20,0,0,23,0,0
389,Circlet,DF_p,0,29,0,0,6,0,0,0,11,12,Circlet,DF_p,239,18,0,0,0,0,0,0,4,33
3,Circlet,HP_p,0,35,0,0,0,7,10,61,0,0,Circlet,AK_p,478,0,0,0,0,0,16,35,0,12
14,Circlet,HB_p,0,0,0,5,0,19,0,37,0,12,Circlet,DF_p,0,53,0,0,18,0,6,0,0,8
97,Circlet,HP_p,0,18,0,0,0,17,6,0,11,0,Circlet,AK_p,0,0,0,10,0,0,12,0,6,13
7,Circlet,AK_p,0,0,60,0,0,5,0,37,7,0,Circlet,HP_p,0,16,81,0,0,0,5,0,0,23
18,Circlet,AK_p,1285,0,0,5,0,0,0,0,4,13,Circlet,HP_p,0,0,23,0,9,0,0,40,0,20
1,Circlet,HP_p,777,43,0,0,5,0,0,21,0,0,Circlet,EM_f,0,43,0,0,4,0,12,0,7,0
8,Circlet,HP_p,478,16,62,0,0,0,0,0,7,0,Circlet,HP_p,777,0,23,0,0,0,0,0,6,12
1,Circlet,HP_p,269,47,35,0,0,0,0,42,0,0,Circlet,HP_p,0,16,65,0,0,0,12,0,0,20
88,Circlet,AK_p,209,0,0,0,0,0,0,65,6,16,Circlet,HP_p,0,16,0,0,5,0,0,0,14,19
5,Circlet,AK_p,0,29,0,0,0,0,6,33,9,0,Circlet,AK_p,0,29,0,5,0,0,0,0,7,19
1,Circlet,CR_p,986,53,16,0,0,0,5,0,0,0,Circlet,HP_p,478,0,0,0,0,22,5,0,6,0
10,Circlet,HP_p,777,16,0,0,0,13,0,0,0,11,Circlet,HP_p,538,0,0,0,0,14,5,0,13,0
22,Circlet,HP_p,0,19,39,0,10,0,0,63,0,0,Circlet,AK_p,0,0,0,9,0,13,10,0,0,15
25,Circlet,HB_p,239,51,86,0,0,0,0,0,3,0,Circlet,HP_p,0,31,0,0,0,0,12,0,6,12
65,Circlet,HP_p,0,0,44,0,6,0,5,0,16,0,Circlet,AK_p,269,0,19,0,0,0,0,0,10,20
4,Circlet,CD_p,508,0,58,0,0,0,12,37,0,0,Circlet,DF_p,0,0,0,22,5,0,5,0,0,8
0,Circlet,CD_p,448,0,60,0,0,12,0,23,0,0,Circlet,HP_p,0,31,0,0,5,0,0,47,0,17
0,Circlet,HB_p,478,49,23,0,0,0,9,0,0,0,Circlet,CR_p,0,0,0,0,15,17,11,19,0,0
5,Circlet,CR_p,568,0,19,0,15,0,0,37,0,0,Circlet,HP_p,478,0,0,0,4,0,15,0,7,0
24,Circlet,CD_p,478,0,35,16,0,7,0,0,0,0,Circlet,AK_p,0,14,37,0,0,0,10,0,10,0
15,Circlet,AK_p,299,51,0,0,0,0,5,79,0,0,Circlet,HB_p,0,29,23,19,0,0,0,0,3,0
4,Circlet,EM_f,0,53,0,10,0,0,12,0,0,6,Circlet,HP_p,0,35,0,0,0,6,5,0,0,24
1,Circlet,HB_p,0,0,62,0,11,0,0,35,0,7,Circlet,AK_p,0,0,81,9,0,0,0,16,0,13
13,Circlet,CR_p,0,0,16,0,10,7,22,0,0,0,Circlet,HP_p,0,16,46,0,0,0,10,0,10,0
8,Circlet,AK_p,269,31,0,0,0,0,0,63,0,12,Circlet,CD_p,0,0,0,0,5,0,19,37,6,0
5,Circlet,CR_p,0,51,58,0,0,5,0,0,0,7,Circlet,AK_p,0,0,0,0,0,20,0,35,4,14
12,Circlet,DF_p,239,0,0,0,22,0,12,16,0,0,Circlet,DF_p,478,0,23,0,0,0,0,42,9,0
35,Circlet,HP_p,478,0,0,0,0,14,0,56,3,0,Circlet,HP_p,0,0,23,0,9,10,0,0,0,21
1,Circlet,EM_f,0,19,60,11,0,0,0,0,0,11,Circlet,HP_p,0,0,35,0,5,7,0,0,13,0
52,Circlet,DF_p,0,0,19,10,4,0,0,0,14,0,Circlet,HB_p,0,35,0,0,0,0,0,42,4,23
51,Circlet,DF_p,0,0,23,0,0,0,12,40,0,16,Circlet,CD_p,0,39,21,8,0,0,0,0,10,0
3,Circlet,AK_p,478,27,0,0,0,15,0,44,0,0,Circlet,DF_p,0,49,0,0,5,0,0,35,7,0
999,Circlet,HP_p,0,0,19,0,0,0,5,0,18,7,Feather,AK_f,0,0,42,0,0,7,5,0,13,0
109,Circlet,CD_p,777,0,0,9,0,6,0,0,10,0,Circlet,HB_p,299,0,0,0,16,0,0,0,6,20
7,Circlet,AK_p,0,41,39,11,0,0,0,0,3,0,Circlet,CR_p,0,33,39,9,0,0,0,0,0,14
6,Circlet,AK_p,0,0,0,4,0,26,0,47,3,0,Circlet,AK_p,418,0,0,0,0,0,16,40,6,0
36,Circlet,DF_p,0,0,60,0,0,0,0,35,4,13,Circlet,HP_p,0,0,39,0,11,6,0,0,0,18
62,Circlet,DF_p,0,35,35,0,0,0,0,0,9,7,Circlet,AK_p,0,0,56,10,0,0,0,0,7,12
0,Circlet,AK_p,418,0,42,0,0,0,0,40,0,15,Circlet,DF_p,0,0,0,10,5,0,0,0,10,15
3,Circlet,HB_p,299,29,0,16,0,0,0,0,7,0,Circlet,HP_p,478,37,0,0,0,0,0,47,0,19
18,Circlet,AK_p,448,0,0,5,0,0,10,0,0,21,Circlet,DF_p,0,0,0,8,15,0,0,0,6,8
6,Circlet,DF_p,239,47,23,13,0,0,0,0,0,0,Circlet,HP_p,0,0,39,0,0,7,0,42,0,19
5,Circlet,HP_p,866,35,56,0,0,0,0,0,3,0,Circlet,AK_p,508,37,0,0,0,0,0,37,0,15
30,Circlet,HB_p,0,0,19,0,14,0,0,56,4,0,Circlet,HP_p,269,0,0,0,15,0,11,0,0,19
9,Circlet,HB_p,568,56,0,10,0,0,0,0,6,0,Circlet,AK_p,0,37,0,0,0,18,5,0,10,0
11,Circlet,CR_p,747,19,39,0,0,11,0,0,0,0,Circlet,HP_p,239,0,0,0,10,11,0,56,0,0
4,Circlet,AK_p,0,16,67,15,0,15,0,0,0,0,Circlet,HP_p,269,0,0,0,4,27,0,0,6,0
18,Circlet,HP_p,478,0,23,0,19,0,0,19,0,0,Circlet,HP_p,0,51,0,0,0,0,12,23,0,13
21,Circlet,HP_p,777,0,58,0,0,0,6,0,3,0,Circlet,HB_p,0,41,23,0,0,0,0,42,0,23
2,Circlet,AK_p,0,54,0,0,0,12,6,0,7,0,Circlet,DF_p,0,0,19,0,15,0,5,0,0,21
30,Circlet,HP_p,0,47,32,0,0,20,0,0,0,7,Circlet,AK_p,269,0,44,0,0,6,0,0,0,25
3,Circlet,HB_p,239,0,0,0,0,19,0,65,3,0,Circlet,AK_p,299,0,0,16,0,0,0,61,0,13
0,Circlet,CD_p,478,19,19,0,0,0,24,0,0,0,Circlet,AK_p,478,0,23,0,0,0,0,54,6,0
14,Circlet,CR_p,538,0,0,0,0,26,12,0,0,5,Circlet,HP_p,299,45,37,0,0,0,0,0,7,0
36,Circlet,HP_p,269,0,0,0,5,7,0,0,14,0,Circlet,AK_p,478,0,19,0,0,0,0,0,13,8
1,Circlet,CR_p,568,0,32,0,10,14,0,0,0,0,Circlet,AK_p,0,31,0,16,0,0,0,40,0,6
5,Circlet,CD_p,0,51,39,0,0,0,0,19,8,0,Circlet,DF_p,0,37,35,0,0,0,6,0,10,0
8,Circlet,EM_f,0,0,42,8,0,12,0,0,0,13,Circlet,AK_p,0,0,23,0,0,12,15,0,0,15
6,Circlet,HP_p,747,0,42,0,11,0,0,16,0,0,Circlet,HP_p,0,0,21,0,0,0,11,56,0,12
33,Circlet,DF_p,0,0,23,0,8,0,0,63,7,0,Circlet,DF_p,0,0,0,17,0,0,0,16,7,15
34,Circlet,DF_p,837,0,44,0,9,0,0,0,3,0,Circlet,EM_f,0,53,0,0,0,0,10,0,9,8
9,Circlet,CD_p,0,0,65,0,0,0,16,23,3,0,Circlet,HP_p,0,70,19,0,0,5,0,0,7,0
15,Circlet,AK_p,448,0,0,0,0,0,5,58,0,15,Circlet,DF_p,0,54,16,0,0,0,0,0,7,12
1,Circlet,DF_p,239,33,0,0,0,0,25,42,0,0,Circlet,HP_p,866,0,65,0,0,0,10,0,0,5
2,Circlet,HP_p,0,0,56,0,10,0,11,0,4,0,Circlet,HP_p,269,0,53,0,0,0,0,33,0,14
6,Circlet,HP_p,0,39,19,0,0,24,5,0,0,0,Circlet,HP_p,0,19,0,0,0,6,6,0,17,0
39,Circlet,DF_p,568,0,0,5,0,0,0,40,0,19,Circlet,HB_p,508,0,39,0,0,7,0,0,0,20
9,Circlet,HB_p,0,35,0,0,14,0,0,23,6,0,Circlet,CD_p,0,18,0,0,8,7,0,0,12,0
2,Circlet,EM_f,0,0,35,0,16,7,11,0,0,0,Circlet,CR_p,0,58,0,9,0,0,6,0,0,12
116,Circlet,AK_p,209,0,39,10,0,0,0,0,9,0,Circlet,DF_p,478,0,0,9,0,0,0,16,0,23
1,Circlet,DF_p,269,0,95,0,0,0,5,23,0,0,Circlet,AK_p,0,43,0,0,0,7,0,23,0,19
6,Circlet,DF_p,209,72,21,0,10,0,0,0,0,0,Circlet,DF_p,1524,14,0,0,0,0,6,0,0,8
7,Circlet,HP_p,0,18,60,0,0,0,17,0,8,0,Circlet,EM_f,269,0,0,0,5,14,0,0,0,28
23,Circlet,CD_p,717,54,0,5,0,0,0,0,4,0,Circlet,HP_p,0,0,16,0,0,0,10,21,14,0
1,Circlet,AK_p,0,29,39,0,0,15,11,0,0,0,Circlet,HB_p,0,68,19,0,0,0,0,0,5,8
2,Circlet,CD_p,0,35,0,0,0,0,10,75,3,0,Circlet,DF_p,598,53,0,0,9,0,0,0,0,15
7,Circlet,HP_p,0,0,21,0,0,17,0,63,3,0,Circlet,AK_p,598,0,37,4,0,0,0,0,0,21
131,Circlet,HB_p,0,0,0,5,15,0,0,33,0,21,Circlet,DF_p,0,18,0,0,21,0,0,0,7,5
2,Circlet,HB_p,269,0,0,0,0,17,0,44,9,0,Circlet,DF_p,0,19,0,0,0,0,5,40,13,0
4,Circlet,AK_p,239,33,65,0,0,0,16,0,0,0,Circlet,HP_p,0,0,42,0,0,0,17,35,0,5
23,Circlet,CD_p,568,0,0,20,0,0,9,0,4,0,Circlet,AK_p,568,37,37,0,0,0,0,0,7,0
0,Circlet,AK_p,448,0,0,12,0,0,6,58,0,0,Circlet,AK_p,0,0,65,4,0,18,0,0,0,13
28,Circlet,AK_p,0,0,65,0,0,7,0,63,0,5,Circlet,AK_p,687,0,67,0,0,0,0,21,0,13
7,Circlet,DF_p,807,0,44,9,0,0,0,16,0,0,Circlet,HB_p,0,35,0,0,9,0,0,47,5,0
7,Circlet,HP_p,239,53,0,0,0,14,16,0,0,0,Circlet,CD_p,269,0,42,0,16,0,0,40,0,0
23,Circlet,EM_f,0,33,39,0,0,0,6,0,0,20,Circlet,DF_p,598,0,0,0,15,0,6,0,7,0
86,Circlet,DF_p,568,45,19,0,0,0,0,0,0,22,Circlet,DF_p,0,0,46,0,0,0,5,21,0,26
189,Circlet,DF_p,0,35,32,0,11,0,0,0,0,21,Circlet,AK_p,0,14,65,0,0,0,0,0,10,7
3,Circlet,DF_p,0,43,0,8,9,0,0,23,0,0,Circlet,CD_p,239,0,0,5,0,0,19,0,9,0
11,Circlet,AK_p,598,18,81,0,0,0,0,0,0,6,Circlet,DF_p,0,14,53,0,15,0,0,0,0,12
999,Circlet,HP_p,0,18,16,0,0,0,0,0,6,28,Feather,AK_f,0,0,0,5,14,0,17,0,0,5
2,Circlet,HB_p,986,0,0,0,5,0,0,44,0,5,Circlet,AK_p,807,43,21,0,0,0,0,0,5,0
